Area_SqFt,Bedrooms,Bathrooms,Stories,House_Age_Years,Garage_Cars,Neighborhood,Furnishing,Has_Pool,Price
1538.4,2,1,2,2.0,2,Oldtown,Furnished,No,371746.82
1324.2,3,2,3,43.0,1,Suburbs,Semi-Furnished,No,369493.29
1512.1,3,2,1,21.0,1,Waterfront,Semi-Furnished,No,501986.18
2526.8,3,3,2,16.0,2,Oldtown,Unfurnished,No,496598.31
1525.3,3,3,1,35.0,2,Highland,Semi-Furnished,No,473120.95
3316.2,3,3,1,16.0,2,Waterfront,Semi-Furnished,No,723162.78
2246.7,1,2,2,13.0,2,Waterfront,Furnished,No,620222.35
2092.4,3,3,2,8.0,2,Downtown,Unfurnished,Yes,590963.9
1570.8,5,2,2,29.0,2,Highland,Unfurnished,No,463532.45
2350.2,3,1,1,20.0,0,Downtown,Unfurnished,No,441765.42
1712.2,3,1,1,11.0,2,Suburbs,Unfurnished,No,384356.72
2061.0,3,2,1,36.0,2,Downtown,Semi-Furnished,No,477709.02
3280.0,4,2,3,31.0,1,Suburbs,Unfurnished,No,618772.72
1952.0,4,2,1,10.0,1,Waterfront,Unfurnished,No,519139.28
2574.6,3,3,1,19.0,2,Oldtown,Unfurnished,No,489210.6
1648.4,5,1,1,34.0,1,Suburbs,Furnished,Yes,467218.27
1982.5,2,1,2,46.0,1,Suburbs,Furnished,No,405800.96
2885.4,1,4,1,45.0,2,Suburbs,Unfurnished,No,560993.95
1686.5,4,1,3,10.0,1,Oldtown,Semi-Furnished,No,404621.88
2906.2,4,2,1,7.0,2,Suburbs,Semi-Furnished,No,576735.95
2353.9,2,2,2,3.0,1,Highland,Unfurnished,Yes,541569.19
1718.8,3,2,1,26.0,2,Oldtown,Semi-Furnished,No,397533.05
2316.2,1,1,2,43.0,2,Suburbs,Unfurnished,No,422155.62
2486.3,3,1,3,39.0,2,Oldtown,Furnished,Yes,535957.65
2310.9,4,1,1,37.0,1,Oldtown,Unfurnished,No,452029.21
1214.9,3,2,3,46.0,2,Oldtown,Furnished,No,357532.82
1636.4,3,2,1,29.0,2,Suburbs,Unfurnished,No,394791.67
1876.2,3,2,3,,2,Suburbs,Semi-Furnished,No,429472.8
1962.8,1,2,2,47.0,2,Oldtown,Furnished,Yes,437305.99
2310.3,3,3,1,47.0,2,Suburbs,Unfurnished,No,470681.89
2088.9,3,1,1,26.0,3,Highland,Semi-Furnished,No,477646.16
1332.3,5,2,1,20.0,0,Downtown,Semi-Furnished,Yes,431114.72
2190.1,4,2,1,19.0,0,Downtown,Semi-Furnished,No,489018.14
2305.3,1,2,1,3.0,2,Suburbs,Unfurnished,Yes,537369.51
2279.9,4,2,1,10.0,1,Highland,Unfurnished,No,494589.85
2540.4,4,2,1,12.0,3,Suburbs,Semi-Furnished,No,573642.9
2417.0,4,3,2,8.0,2,Highland,Semi-Furnished,No,618886.63
2229.6,3,3,1,3.0,2,Suburbs,Semi-Furnished,No,484746.27
1964.9,3,2,1,11.0,1,Highland,Unfurnished,No,439370.38
1169.5,3,3,2,8.0,1,Highland,Semi-Furnished,No,445616.03
2214.8,2,2,1,12.0,2,Suburbs,Semi-Furnished,Yes,484560.67
2103.8,2,2,1,47.0,3,Suburbs,Semi-Furnished,No,443225.75
2135.8,2,2,1,25.0,3,Downtown,Semi-Furnished,No,447233.67
1361.6,3,1,3,37.0,1,Suburbs,Unfurnished,No,332421.28
1459.5,4,3,2,41.0,1,Highland,Unfurnished,Yes,417598.88
2526.6,3,2,1,12.0,0,Suburbs,Unfurnished,No,456674.71
,2,2,2,38.0,2,Suburbs,Semi-Furnished,No,426083.22
2340.8,5,4,2,27.0,1,Highland,Unfurnished,No,594565.68
2014.2,5,1,2,18.0,0,Downtown,Semi-Furnished,No,459785.32
2014.9,4,2,2,23.0,1,Oldtown,Semi-Furnished,Yes,461287.85
2469.1,5,1,2,18.0,1,Downtown,Semi-Furnished,No,512266.65
1742.0,3,3,1,48.0,3,Oldtown,Semi-Furnished,No,385084.6
2048.1,5,3,1,12.0,2,Suburbs,Unfurnished,No,518529.38
1768.9,2,2,1,12.0,1,Suburbs,Semi-Furnished,No,406922.31
1782.8,3,2,2,27.0,1,Suburbs,Furnished,No,456265.43
1845.4,2,2,2,1.0,1,Downtown,Semi-Furnished,No,455746.13
2111.1,2,3,2,9.0,0,Suburbs,Semi-Furnished,No,425169.44
1760.6,2,2,3,21.0,1,Downtown,Furnished,No,464175.1
,3,2,1,12.0,2,Highland,Semi-Furnished,Yes,623221.54
1552.7,4,4,2,8.0,1,Suburbs,Unfurnished,No,435604.84
1906.6,3,2,2,32.0,1,Waterfront,Semi-Furnished,No,501641.71
1780.1,2,1,3,13.0,1,Downtown,Unfurnished,No,435289.21
2723.5,4,2,3,47.0,2,Oldtown,Semi-Furnished,No,550934.21
2098.3,3,4,2,19.0,2,Suburbs,Semi-Furnished,No,567315.02
2515.9,3,2,1,14.0,2,Downtown,Furnished,No,615163.19
1257.2,3,1,2,31.0,2,Suburbs,Semi-Furnished,No,311096.16
2133.5,3,2,1,32.0,2,Downtown,Semi-Furnished,No,474151.32
2444.8,3,2,2,16.0,0,Downtown,Semi-Furnished,No,518268.71
2041.1,5,1,3,23.0,3,Suburbs,Furnished,No,551426.37
2532.7,3,2,1,29.0,1,Highland,Furnished,No,574525.85
1741.4,3,4,2,12.0,2,Oldtown,Furnished,No,527778.32
2704.7,4,2,1,46.0,2,Suburbs,Unfurnished,No,539821.6
3149.4,4,2,1,47.0,2,Oldtown,Semi-Furnished,No,565067.89
1818.6,2,2,1,15.0,3,Oldtown,Unfurnished,No,403517.09
1777.2,2,1,2,1.0,2,Oldtown,Unfurnished,No,450818.76
2726.7,1,3,3,16.0,2,Suburbs,Furnished,No,604836.2
2789.8,3,2,3,31.0,2,Downtown,Furnished,No,614528.14
1738.6,3,2,1,42.0,3,Downtown,Unfurnished,No,405422.92
1789.9,2,2,2,7.0,3,Highland,Unfurnished,No,502375.5
1859.1,5,2,2,2.0,2,Suburbs,Unfurnished,No,520805.17
1327.8,3,2,1,11.0,2,Downtown,Furnished,No,420621.33
1540.7,2,1,1,19.0,1,Suburbs,Unfurnished,Yes,363746.39
1497.9,3,3,1,15.0,1,Downtown,Unfurnished,No,422980.47
1616.1,3,4,3,13.0,2,Highland,Unfurnished,No,543136.52
1982.7,2,2,2,15.0,3,Downtown,Semi-Furnished,No,505423.03
2117.1,3,4,2,48.0,2,Highland,Furnished,No,556612.65
2775.3,4,1,1,42.0,3,Waterfront,Unfurnished,No,608860.98
1500.8,3,2,2,48.0,2,Downtown,Semi-Furnished,No,379833.85
2492.2,3,2,1,32.0,1,Suburbs,Unfurnished,No,446404.89
1893.0,3,2,1,29.0,1,Waterfront,Semi-Furnished,No,492434.0
1975.3,1,2,2,11.0,1,Suburbs,Semi-Furnished,No,393277.75
2337.4,2,2,1,14.0,1,Downtown,Unfurnished,No,503512.79
1438.6,3,1,2,17.0,2,Suburbs,Unfurnished,No,381225.87
2191.2,2,2,1,27.0,3,Highland,Furnished,No,543100.26
2083.2,1,1,2,22.0,2,Highland,Unfurnished,No,486200.83
2246.2,4,3,1,13.0,2,Downtown,Semi-Furnished,No,578893.26
2144.6,5,2,2,29.0,0,Suburbs,Semi-Furnished,No,448809.73
3227.7,4,1,1,32.0,1,Suburbs,Unfurnished,No,573252.78
1681.1,4,2,1,44.0,2,Waterfront,Semi-Furnished,No,530242.14
1734.5,2,2,3,14.0,1,Suburbs,Furnished,No,424392.14
1688.4,5,3,1,6.0,1,Waterfront,Semi-Furnished,Yes,632981.1
1722.3,2,2,2,14.0,2,Suburbs,Unfurnished,Yes,448190.13
1681.3,5,2,3,41.0,1,Highland,Semi-Furnished,No,503485.48
2594.5,5,3,1,45.0,3,Suburbs,Semi-Furnished,No,567892.32
2710.3,4,2,1,37.0,1,Highland,Semi-Furnished,Yes,582496.94
1714.6,5,1,2,45.0,0,Suburbs,Semi-Furnished,No,361998.37
1583.8,3,2,3,43.0,0,Waterfront,Unfurnished,No,433154.46
2235.7,3,4,3,10.0,1,Suburbs,Semi-Furnished,No,525276.03
1723.9,3,2,2,28.0,2,Suburbs,Semi-Furnished,No,370791.68
2316.5,3,2,2,30.0,2,Suburbs,Semi-Furnished,No,475609.08
2101.5,2,1,1,24.0,2,Waterfront,Semi-Furnished,No,591140.96
1242.1,3,1,3,23.0,2,Highland,Unfurnished,No,411411.88
2773.8,5,2,3,18.0,1,Suburbs,Semi-Furnished,No,643855.88
2897.9,2,2,1,1.0,2,Highland,Furnished,No,625597.65
1693.6,4,1,1,21.0,0,Highland,Semi-Furnished,No,394324.64
1806.1,5,4,1,19.0,1,Oldtown,Semi-Furnished,No,521851.42
2142.9,5,3,1,32.0,2,Waterfront,Semi-Furnished,No,625145.98
,5,2,2,7.0,2,Highland,Furnished,No,577785.52
2329.3,3,3,1,24.0,2,Suburbs,Furnished,No,553535.59
3005.1,5,1,1,45.0,1,Waterfront,Semi-Furnished,No,662884.39
1911.5,4,2,1,8.0,1,Highland,Unfurnished,No,444086.36
1600.9,2,2,3,33.0,3,Oldtown,Furnished,No,454118.62
1310.3,3,3,2,22.0,1,Downtown,Semi-Furnished,No,384797.73
1634.5,4,3,1,4.0,1,Downtown,Semi-Furnished,No,506263.08
1983.4,2,2,1,,1,Downtown,Furnished,No,464979.84
2897.3,3,4,3,7.0,1,Highland,Semi-Furnished,No,701015.0
1741.2,3,1,2,15.0,1,Oldtown,Unfurnished,No,368507.22
2111.9,2,3,1,47.0,2,Downtown,Furnished,No,449487.22
1991.8,3,4,1,44.0,2,Highland,Semi-Furnished,No,507178.82
2594.2,4,1,1,14.0,3,Highland,Semi-Furnished,No,611749.58
3263.5,3,3,1,0.0,0,Highland,Unfurnished,No,689456.67
1734.6,1,1,2,21.0,1,Suburbs,Semi-Furnished,No,373005.13
1755.3,1,2,3,2.0,2,Waterfront,Unfurnished,Yes,564074.82
2522.1,3,2,1,37.0,2,Downtown,Semi-Furnished,No,538642.22
2340.9,5,2,2,13.0,2,Waterfront,Semi-Furnished,No,676310.86
2923.4,2,4,1,35.0,2,Suburbs,Furnished,No,609121.28
2292.0,3,2,2,17.0,0,Suburbs,Semi-Furnished,No,472416.05
1820.4,2,2,2,46.0,2,Waterfront,Furnished,No,533582.68
2295.3,3,3,1,40.0,2,Suburbs,Furnished,No,515528.05
2554.4,4,4,1,17.0,1,Downtown,Semi-Furnished,No,603566.74
2410.2,4,1,2,2.0,2,Highland,Unfurnished,No,607518.01
2253.6,2,4,1,9.0,2,Suburbs,Furnished,No,505803.87
2533.3,3,1,1,48.0,1,Suburbs,Semi-Furnished,No,435439.09
2584.6,1,3,2,38.0,0,Suburbs,Unfurnished,No,437248.88
2691.1,3,2,3,46.0,1,Downtown,Unfurnished,No,563249.62
2324.4,3,1,1,0.0,2,Suburbs,Furnished,No,512400.54
1916.4,2,2,2,26.0,1,Downtown,Unfurnished,No,445765.53
2073.4,3,2,1,26.0,1,Oldtown,Unfurnished,No,443285.49
2603.3,3,2,2,10.0,0,Downtown,Semi-Furnished,No,514365.3
1591.5,5,1,2,48.0,2,Suburbs,Furnished,No,405195.92
2184.3,5,2,2,4.0,2,Downtown,Semi-Furnished,No,605422.46
1803.3,1,4,1,6.0,2,Downtown,Unfurnished,No,453173.1
2014.4,4,2,2,18.0,1,Highland,Unfurnished,No,485780.18
2639.2,3,2,2,28.0,3,Highland,Semi-Furnished,No,565098.22
2095.5,3,2,1,14.0,2,Downtown,Unfurnished,No,520750.03
2023.2,4,1,1,34.0,2,Downtown,Semi-Furnished,No,444455.03
1320.1,5,3,1,46.0,2,Downtown,Unfurnished,No,418987.64
2373.1,5,3,1,36.0,2,Waterfront,Furnished,Yes,715474.72
2322.7,3,2,2,11.0,2,Highland,Semi-Furnished,No,545448.13
3081.6,3,2,1,29.0,0,Downtown,Unfurnished,No,495395.28
1846.1,4,3,1,19.0,2,Suburbs,Furnished,No,495246.7
2109.6,3,2,2,36.0,2,Highland,Unfurnished,No,489053.33
2124.7,3,3,1,2.0,2,Oldtown,Semi-Furnished,No,503050.43
2788.7,3,2,2,8.0,3,Oldtown,Furnished,No,610672.62
1952.4,3,3,1,40.0,2,Suburbs,Semi-Furnished,No,440812.95
2139.5,2,2,3,38.0,1,Downtown,Semi-Furnished,No,463702.86
2303.9,2,2,2,25.0,0,Downtown,Semi-Furnished,No,479916.38
2093.3,5,4,2,1.0,2,Waterfront,Unfurnished,No,654400.11
1776.8,2,2,1,22.0,2,Oldtown,Unfurnished,No,381430.9
2097.0,3,2,2,22.0,1,Suburbs,Semi-Furnished,No,449171.43
2536.8,2,2,1,20.0,1,Suburbs,Semi-Furnished,No,492808.04
1486.7,1,2,1,15.0,2,Suburbs,Unfurnished,No,385123.49
2066.5,1,2,1,8.0,2,Suburbs,Unfurnished,No,464112.62
1649.9,2,1,2,12.0,3,Suburbs,Furnished,Yes,517825.02
2597.5,4,1,1,27.0,2,Highland,Furnished,No,562950.48
1238.4,3,2,2,26.0,2,Downtown,Semi-Furnished,No,396157.61
1720.5,5,3,1,16.0,2,Suburbs,Furnished,No,472540.88
2188.6,3,2,1,37.0,3,Highland,Semi-Furnished,No,513668.99
2782.8,3,2,2,35.0,2,Downtown,Unfurnished,No,554260.5
1967.1,3,2,1,0.0,2,Downtown,Unfurnished,No,472626.29
1722.4,3,1,2,17.0,3,Suburbs,Unfurnished,No,412743.2
,4,2,1,8.0,3,Oldtown,Furnished,Yes,624826.97
1276.0,3,1,2,12.0,1,Waterfront,Semi-Furnished,No,418171.35
900.6,3,1,2,39.0,0,Downtown,Semi-Furnished,Yes,318385.23
2220.0,4,2,1,44.0,1,Suburbs,Unfurnished,No,435652.7
1749.0,5,2,1,14.0,0,Suburbs,Semi-Furnished,No,433153.14
1489.4,4,1,2,42.0,1,Highland,Furnished,No,409853.67
2354.2,3,2,2,43.0,1,Highland,Furnished,No,529192.74
2121.9,4,2,1,45.0,1,Oldtown,Unfurnished,No,436890.78
1718.0,3,2,1,3.0,2,Suburbs,Semi-Furnished,No,443232.76
1359.8,3,2,2,32.0,2,Oldtown,Unfurnished,Yes,378980.01
2436.2,2,3,2,23.0,1,Oldtown,Semi-Furnished,Yes,507973.74
2325.1,3,1,1,35.0,2,Oldtown,Semi-Furnished,No,458949.07
1950.4,2,2,1,40.0,2,Highland,Unfurnished,No,395465.89
2923.3,3,1,1,9.0,2,Suburbs,Furnished,No,556037.75
1465.0,4,1,2,35.0,3,Suburbs,Unfurnished,No,401259.4
1237.2,2,2,1,19.0,1,Downtown,Furnished,No,328004.66
1654.0,2,2,3,40.0,1,Downtown,Unfurnished,Yes,426126.65
1977.2,2,3,1,44.0,2,Highland,Semi-Furnished,No,479694.03
2121.7,5,2,1,43.0,1,Highland,Furnished,No,503416.93
1879.4,3,4,2,10.0,2,Oldtown,Semi-Furnished,No,483958.61
2176.0,3,1,3,11.0,1,Downtown,Semi-Furnished,No,489087.22
1374.2,4,1,2,17.0,1,Downtown,Semi-Furnished,No,417932.24
2721.9,4,1,1,29.0,1,Waterfront,Unfurnished,No,632610.31
1958.9,3,1,2,43.0,1,Suburbs,Semi-Furnished,Yes,439958.15
2558.6,3,2,2,47.0,2,Downtown,Semi-Furnished,No,485930.63
2171.4,4,2,1,36.0,2,Oldtown,Furnished,No,493566.08
2228.4,3,1,1,19.0,1,Waterfront,Furnished,No,549695.61
2284.9,2,4,1,24.0,1,Suburbs,Semi-Furnished,Yes,513000.47
2223.9,4,3,1,11.0,0,Waterfront,Semi-Furnished,Yes,611655.69
,3,2,3,20.0,0,Highland,Furnished,No,529618.62
2664.6,3,1,1,24.0,2,Waterfront,Semi-Furnished,No,572677.96
2098.3,3,1,3,10.0,0,Waterfront,Unfurnished,Yes,572214.55
2354.5,1,1,2,8.0,2,Downtown,Semi-Furnished,No,548643.9
1955.1,2,1,2,49.0,2,Highland,Furnished,No,428336.08
2720.1,4,2,2,24.0,0,Downtown,Semi-Furnished,No,598540.71
1661.8,1,2,1,34.0,2,Downtown,Semi-Furnished,No,400819.38
2900.5,3,2,1,31.0,3,Oldtown,Unfurnished,No,542533.99
1979.9,3,4,1,48.0,2,Suburbs,Furnished,No,483941.53
1284.6,2,2,2,13.0,2,Highland,Semi-Furnished,No,403399.89
2064.1,5,4,1,0.0,2,Waterfront,Semi-Furnished,No,676982.58
1659.5,2,1,2,16.0,2,Oldtown,Unfurnished,No,382986.38
2420.3,3,2,1,24.0,1,Oldtown,Unfurnished,No,391010.04
1673.7,3,2,1,7.0,2,Suburbs,Furnished,No,518018.52
1776.9,2,1,1,4.0,2,Suburbs,Furnished,No,385154.33
1055.2,1,1,3,4.0,2,Downtown,Semi-Furnished,No,356769.34
1773.8,4,2,2,40.0,3,Suburbs,Unfurnished,Yes,422904.42
788.1,5,2,1,34.0,2,Suburbs,Semi-Furnished,Yes,359069.51
1208.0,2,2,2,18.0,1,Highland,Unfurnished,Yes,399829.23
2380.2,3,2,1,22.0,0,Highland,Unfurnished,No,469432.55
2392.9,4,2,3,8.0,2,Oldtown,Furnished,No,583156.35
2212.7,4,1,2,29.0,2,Highland,Furnished,Yes,574632.16
1516.5,3,2,1,49.0,2,Highland,Unfurnished,No,403641.9
1976.1,3,1,2,15.0,3,Suburbs,Semi-Furnished,No,445204.05
1998.2,3,1,1,32.0,2,Downtown,Unfurnished,No,430318.43
1420.8,4,4,3,1.0,2,Suburbs,Unfurnished,No,481506.09
2751.7,4,2,1,13.0,0,Waterfront,Unfurnished,No,603345.41
2438.7,2,3,2,45.0,2,Downtown,Semi-Furnished,No,540400.45
1889.5,3,2,1,0.0,2,Highland,Unfurnished,No,481134.51
2013.4,5,2,2,25.0,2,Highland,Semi-Furnished,No,538984.01
2104.2,4,2,2,24.0,2,Downtown,Unfurnished,Yes,519846.83
979.1,5,1,2,15.0,2,Suburbs,Unfurnished,No,376883.71
1876.4,4,1,2,14.0,1,Suburbs,Unfurnished,No,439580.46
1659.0,3,3,2,25.0,1,Suburbs,Furnished,Yes,494580.53
1499.2,3,2,1,46.0,2,Waterfront,Semi-Furnished,No,460636.3
1859.4,3,2,1,43.0,1,Highland,Furnished,No,448924.69
2898.8,2,2,1,15.0,1,Highland,Semi-Furnished,No,601711.78
2320.4,3,4,3,13.0,1,Waterfront,Semi-Furnished,No,685290.71
1714.4,4,1,1,28.0,2,Highland,Semi-Furnished,Yes,511400.37
2286.3,2,2,2,23.0,0,Oldtown,Unfurnished,No,409207.69
,4,2,2,46.0,2,Downtown,Semi-Furnished,Yes,620846.31
2462.3,3,3,1,14.0,2,Highland,Semi-Furnished,No,615394.87
2029.8,5,4,1,18.0,2,Suburbs,Semi-Furnished,No,520824.18
1676.5,1,2,1,7.0,2,Suburbs,Semi-Furnished,No,380057.72
2349.1,3,3,1,33.0,1,Downtown,Semi-Furnished,No,519173.51
2196.7,3,3,1,1.0,2,Highland,Furnished,No,558535.58
2447.6,3,2,1,26.0,3,Downtown,Semi-Furnished,No,506115.97
2317.6,4,2,2,9.0,2,Downtown,Semi-Furnished,No,596676.45
2524.8,4,2,3,34.0,3,Oldtown,Semi-Furnished,No,595895.63
1732.4,2,4,1,22.0,2,Waterfront,Furnished,No,548985.4
2658.7,3,1,1,48.0,1,Highland,Semi-Furnished,No,460643.97
2098.8,3,3,1,7.0,0,Waterfront,Semi-Furnished,No,550126.23
3037.6,3,2,2,27.0,2,Oldtown,Unfurnished,No,593435.86
1655.4,5,3,2,22.0,1,Highland,Semi-Furnished,Yes,534980.27
2868.0,4,2,1,3.0,1,Downtown,Unfurnished,No,587925.2
2099.0,3,2,1,13.0,2,Oldtown,Semi-Furnished,No,471397.69
1674.3,4,3,2,41.0,1,Highland,Furnished,No,494061.11
1758.1,3,3,2,28.0,1,Suburbs,Furnished,No,497718.63
1839.8,5,3,1,0.0,2,Suburbs,Semi-Furnished,Yes,539781.89
2212.1,3,1,2,3.0,2,Suburbs,Furnished,No,514294.79
2261.4,4,2,1,31.0,1,Oldtown,Unfurnished,Yes,484980.77
1713.1,4,1,1,32.0,2,Suburbs,Furnished,No,417953.11
1987.8,3,2,2,48.0,2,Oldtown,Semi-Furnished,Yes,435461.19
3071.1,4,2,2,25.0,2,Oldtown,Semi-Furnished,No,561722.83
2863.8,2,2,1,16.0,0,Highland,Furnished,No,530115.66
2218.2,3,2,3,38.0,0,Highland,Furnished,No,532735.79
2019.0,3,4,1,22.0,2,Suburbs,Unfurnished,No,472370.13
2060.0,5,1,2,31.0,1,Downtown,Furnished,No,509733.75
2306.8,4,2,1,14.0,3,Downtown,Unfurnished,No,551179.65
1488.6,4,2,2,12.0,2,Waterfront,Furnished,No,534861.02
1871.3,4,1,3,1.0,2,Suburbs,Semi-Furnished,No,467609.93
1165.7,3,1,1,18.0,3,Downtown,Unfurnished,No,370635.28
2199.6,5,4,3,23.0,2,Suburbs,Semi-Furnished,No,596295.51
2323.6,3,3,2,44.0,1,Oldtown,Semi-Furnished,No,486332.56
1758.4,3,4,2,23.0,1,Suburbs,Semi-Furnished,No,459971.2
2787.0,2,4,1,10.0,2,Oldtown,Unfurnished,Yes,588271.51
1387.1,4,2,2,21.0,1,Suburbs,Unfurnished,No,382000.82
1267.8,4,2,2,14.0,2,Suburbs,Furnished,No,465835.49
2112.2,3,2,1,9.0,2,Downtown,Unfurnished,No,447750.13
2523.5,1,2,3,40.0,3,Suburbs,Semi-Furnished,Yes,544849.58
2842.0,4,2,1,26.0,2,Highland,Semi-Furnished,No,621596.67
1770.6,1,2,1,8.0,2,Downtown,Unfurnished,No,430279.09
2539.3,4,2,2,27.0,1,Highland,Semi-Furnished,No,580446.33
1980.7,5,2,2,0.0,2,Highland,Semi-Furnished,No,556948.12
1913.7,3,1,2,16.0,0,Highland,Semi-Furnished,No,401144.46
2441.8,2,2,1,30.0,2,Waterfront,Semi-Furnished,No,625806.91
2326.2,4,2,3,43.0,0,Suburbs,Semi-Furnished,No,503635.27
1211.8,4,2,1,9.0,2,Highland,Semi-Furnished,Yes,471012.02
2738.3,3,2,1,36.0,0,Oldtown,Furnished,No,467350.91
2690.0,5,3,1,28.0,1,Oldtown,Unfurnished,No,521941.29
1687.2,2,1,2,17.0,2,Oldtown,Furnished,No,412793.33
2197.9,3,2,3,46.0,2,Suburbs,Semi-Furnished,No,480257.41
2247.0,4,3,2,37.0,1,Waterfront,Furnished,No,622879.33
2130.3,4,2,2,38.0,1,Highland,Semi-Furnished,No,543293.86
1724.8,2,2,1,48.0,2,Downtown,Semi-Furnished,No,424473.57
1664.2,4,2,2,5.0,2,Waterfront,Furnished,No,559433.14
1987.2,3,2,1,39.0,0,Highland,Unfurnished,Yes,456589.73
2586.4,3,3,1,11.0,2,Downtown,Unfurnished,No,561154.65
2271.8,2,3,1,13.0,0,Downtown,Unfurnished,No,482464.59
1814.7,4,2,2,43.0,2,Waterfront,Furnished,No,559579.85
2385.8,2,2,2,9.0,1,Downtown,Semi-Furnished,No,597694.39
600.0,3,1,2,19.0,2,Downtown,Semi-Furnished,No,319931.54
2574.4,3,2,1,14.0,1,Suburbs,Semi-Furnished,No,508771.34
1130.1,4,2,1,30.0,3,Downtown,Semi-Furnished,No,449692.32
1818.8,3,2,2,6.0,1,Oldtown,Furnished,No,459192.28
1440.2,4,2,1,40.0,1,Suburbs,Semi-Furnished,No,321851.7
1352.7,3,2,2,9.0,1,Highland,Furnished,No,446407.94
2580.4,3,1,2,9.0,2,Oldtown,Unfurnished,No,519192.19
1766.1,3,2,1,47.0,2,Suburbs,Unfurnished,No,394651.16
2173.3,4,2,3,38.0,2,Suburbs,Semi-Furnished,No,533319.6
1976.5,5,3,2,27.0,3,Waterfront,Semi-Furnished,No,645627.68
2238.5,1,1,1,29.0,3,Suburbs,Semi-Furnished,No,444900.22
2038.4,3,2,2,36.0,2,Suburbs,Semi-Furnished,No,426347.43
1358.5,2,4,1,2.0,1,Highland,Unfurnished,No,478831.02
2498.1,3,1,2,49.0,2,Waterfront,Semi-Furnished,No,568335.92
1753.1,3,2,2,42.0,1,Waterfront,Semi-Furnished,No,473486.23
1221.7,3,1,3,14.0,2,Oldtown,Unfurnished,No,418502.78
1785.9,3,2,2,20.0,2,Waterfront,Semi-Furnished,Yes,632315.23
2750.4,3,2,1,36.0,2,Waterfront,Semi-Furnished,No,617651.86
2425.1,3,2,2,11.0,2,Oldtown,Semi-Furnished,No,475796.52
1825.7,4,2,1,3.0,2,Downtown,Unfurnished,No,464519.09
1825.4,3,3,2,46.0,3,Suburbs,Furnished,No,530322.93
1839.2,2,1,2,8.0,1,Highland,Semi-Furnished,No,453519.73
3038.4,4,1,1,38.0,1,Highland,Unfurnished,No,520268.97
2191.0,3,3,1,41.0,2,Downtown,Semi-Furnished,Yes,565315.67
2215.0,3,2,2,27.0,3,Suburbs,Furnished,Yes,570156.05
2515.1,3,3,2,22.0,0,Suburbs,Semi-Furnished,Yes,540199.46
2119.4,3,2,1,44.0,0,Highland,Furnished,No,445206.34
1870.5,2,3,1,39.0,0,Waterfront,Unfurnished,Yes,543317.28
1901.8,3,2,1,43.0,0,Oldtown,Furnished,No,393284.92
1964.2,5,3,2,21.0,3,Waterfront,Semi-Furnished,No,610352.48
1981.4,3,4,1,23.0,2,Waterfront,Unfurnished,No,596346.39
2363.8,3,2,2,25.0,2,Suburbs,Semi-Furnished,No,516348.15
2026.0,3,1,1,29.0,2,Suburbs,Furnished,No,434806.56
2366.3,2,2,2,32.0,2,Suburbs,Furnished,No,501366.38
1959.6,3,1,1,15.0,1,Highland,Semi-Furnished,No,430530.69
2039.3,4,2,2,21.0,1,Downtown,Unfurnished,Yes,505954.95
1000.9,2,2,1,48.0,2,Highland,Semi-Furnished,No,336751.05
2458.2,3,2,2,,1,Highland,Unfurnished,No,492240.41
2173.2,3,2,1,42.0,2,Suburbs,Unfurnished,No,451031.35
2499.0,3,2,2,17.0,1,Oldtown,Semi-Furnished,Yes,522856.12
600.0,5,2,2,6.0,0,Highland,Furnished,No,388487.37
3044.2,2,1,1,49.0,1,Downtown,Semi-Furnished,No,544363.6
1930.2,3,1,2,25.0,2,Suburbs,Unfurnished,Yes,461455.03
2554.1,2,1,2,7.0,0,Highland,Semi-Furnished,No,527106.63
1480.0,5,2,1,5.0,3,Suburbs,Furnished,No,499596.72
2306.4,2,2,1,29.0,0,Downtown,Semi-Furnished,No,437413.98
1473.3,3,2,1,38.0,2,Highland,Semi-Furnished,No,427279.19
1688.1,4,2,2,22.0,2,Oldtown,Furnished,No,399463.0
2957.0,4,3,2,31.0,3,Suburbs,Furnished,No,592977.72
1904.7,3,1,1,21.0,2,Oldtown,Unfurnished,Yes,422122.1
2108.7,3,2,2,41.0,1,Waterfront,Semi-Furnished,Yes,597682.62
2435.0,3,2,2,42.0,1,Downtown,Furnished,No,522677.73
2247.8,3,3,3,44.0,2,Highland,Semi-Furnished,No,578587.75
2075.2,2,4,2,8.0,1,Suburbs,Unfurnished,Yes,507381.74
2182.5,3,1,3,30.0,0,Suburbs,Semi-Furnished,No,456968.65
3201.7,3,1,2,6.0,2,Highland,Semi-Furnished,No,692725.25
1971.2,3,3,1,8.0,2,Highland,Furnished,No,536532.61
2100.5,3,2,2,12.0,2,Downtown,Semi-Furnished,No,541940.91
2525.3,5,2,1,2.0,3,Oldtown,Semi-Furnished,No,580209.72
2552.8,3,2,1,34.0,2,Waterfront,Furnished,No,638577.57
2593.5,2,2,1,32.0,2,Oldtown,Semi-Furnished,No,525492.11
2319.4,2,4,2,20.0,2,Suburbs,Unfurnished,Yes,582506.4
1428.5,5,4,2,30.0,1,Oldtown,Furnished,No,477530.76
2816.7,3,3,1,33.0,1,Suburbs,Semi-Furnished,No,511829.78
1426.8,2,2,1,31.0,3,Downtown,Semi-Furnished,Yes,466360.3
